Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Frequently,Sales,5,Master,'Life Sciences',VeryHigh,Male,Medium,AssociateManager,'Sales Executive',Low,Married,10475,Yes,21,Outstanding,High,Level2,20,High,18,13,1,12
53,No,Travel_Rarely,'Research & Development',7,Bachelor,'Life Sciences',High,Male,VeryHigh,Manager,'Research Director',High,Married,14814,No,19,Excellent,High,Level1,32,High,5,1,1,3
41,No,Travel_Rarely,'Human Resources',10,Master,'Human Resources',Medium,Male,Medium,Executive,Manager,VeryHigh,Divorced,19141,No,15,Excellent,Medium,Level4,23,Medium,21,6,12,6
60,No,Travel_Rarely,Sales,16,Master,Marketing,Low,Male,High,Professional,'Sales Executive',Low,Single,5405,No,14,Excellent,VeryHigh,Level1,10,High,2,2,2,2
27,No,Travel_Frequently,'Research & Development',10,College,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Manufacturing Director',Low,Divorced,8793,No,21,Outstanding,High,Level3,9,Medium,9,7,1,7
41,No,Travel_Rarely,'Human Resources',1,Bachelor,'Human Resources',VeryHigh,Male,Medium,Executive,Manager,High,Married,19189,No,12,Excellent,Medium,Level2,22,High,22,7,2,10
50,No,Travel_Rarely,Sales,8,Master,Marketing,VeryHigh,Male,High,AssociateProfessional,'Sales Representative',Medium,Married,3875,No,15,Excellent,VeryHigh,Level2,4,High,2,2,2,2
28,Yes,Travel_Rarely,'Research & Development',1,College,'Life Sciences',Low,Female,Low,AssociateProfessional,'Research Scientist',Medium,Single,2216,Yes,13,Excellent,VeryHigh,Level1,10,High,7,7,3,7
36,No,Non-Travel,'Research & Development',8,Bachelor,'Life Sciences',Low,Female,VeryHigh,AssociateManager,'Research Director',Low,Married,11713,No,14,Excellent,Low,Level2,10,High,8,7,0,5
38,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',High,Female,High,AssociateManager,'Manufacturing Director',High,Single,7861,Yes,14,Excellent,VeryHigh,Level1,10,VeryHigh,1,0,0,0
44,No,Non-Travel,'Research & Development',24,Bachelor,Medical,Low,Male,Low,AssociateProfessional,'Laboratory Technician',High,Single,3708,No,14,Excellent,High,Level1,9,High,5,2,1,4
47,No,Travel_Frequently,Sales,3,Bachelor,Medical,VeryHigh,Female,High,Manager,'Sales Executive',High,Divorced,13770,Yes,12,Excellent,VeryHigh,Level3,28,Medium,22,2,11,13
30,No,Travel_Rarely,Sales,27,Doctor,Marketing,High,Male,High,Professional,'Sales Executive',VeryHigh,Divorced,5304,No,23,Outstanding,VeryHigh,Level2,10,Medium,8,7,7,7
29,No,Travel_Rarely,Sales,10,Bachelor,'Life Sciences',High,Male,High,AssociateProfessional,'Sales Representative',High,Single,2642,No,11,Excellent,High,Level1,1,High,1,0,0,0
42,Yes,Travel_Frequently,'Research & Development',19,Bachelor,Medical,High,Male,VeryHigh,AssociateProfessional,'Research Scientist',High,Divorced,2759,Yes,12,Excellent,VeryHigh,Level1,7,High,2,2,2,2
43,No,Travel_Frequently,Sales,15,Bachelor,'Life Sciences',VeryHigh,Male,Medium,Professional,'Sales Executive',VeryHigh,Married,6804,No,18,Excellent,High,Level2,7,High,2,2,2,2
34,No,Travel_Rarely,'Research & Development',8,College,Medical,Medium,Female,High,Professional,'Healthcare Representative',High,Single,6142,No,11,Excellent,VeryHigh,Level1,10,High,5,1,4,3
23,No,Travel_Rarely,'Research & Development',9,BelowCollege,Medical,Medium,Male,High,AssociateProfessional,'Laboratory Technician',Low,Married,2500,No,14,Excellent,VeryHigh,Level2,5,VeryHigh,4,3,0,2
39,No,Travel_Rarely,'Human Resources',3,Bachelor,'Human Resources',High,Female,VeryHigh,Professional,'Human Resources',Medium,Married,6389,No,15,Excellent,High,Level2,12,Low,8,3,3,6
56,No,Travel_Rarely,'Research & Development',9,Bachelor,Medical,High,Male,High,Manager,'Healthcare Representative',VeryHigh,Married,11103,No,11,Excellent,High,Level1,30,Medium,10,7,1,1
40,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,VeryHigh,Female,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,2342,Yes,20,Outstanding,VeryHigh,Level1,5,Medium,4,2,2,3
27,No,Travel_Rarely,'Research & Development',7,Bachelor,Medical,VeryHigh,Female,Medium,Professional,'Healthcare Representative',Low,Single,6811,No,19,Excellent,Low,Level1,9,Low,7,6,0,7
29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,VeryHigh,Male,High,AssociateProfessional,'Sales Representative',Medium,Divorced,2297,No,14,Excellent,VeryHigh,Level3,2,High,2,2,2,2
53,No,Travel_Rarely,'Research & Development',6,Bachelor,'Life Sciences',VeryHigh,Male,High,Professional,'Laboratory Technician',VeryHigh,Single,2450,No,17,Excellent,VeryHigh,Level1,19,High,2,2,2,2
35,No,Non-Travel,'Research & Development',2,Master,'Life Sciences',VeryHigh,Female,High,Professional,'Healthcare Representative',Low,Divorced,5093,No,11,Excellent,Low,Level2,16,VeryHigh,1,0,0,0
32,No,Travel_Frequently,'Research & Development',24,Master,'Life Sciences',Low,Male,High,Professional,'Laboratory Technician',VeryHigh,Married,5309,No,15,Excellent,VeryHigh,Level3,10,High,10,8,4,7
38,No,Travel_Rarely,'Research & Development',2,Doctor,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',High,Married,3057,Yes,13,Excellent,Medium,Level2,6,Low,1,0,0,1
34,No,Travel_Rarely,'Research & Development',8,Doctor,'Life Sciences',Medium,Female,High,Professional,'Manufacturing Director',Low,Divorced,5121,No,14,Excellent,High,Level2,7,High,0,0,0,0
52,No,Travel_Rarely,Sales,3,Master,Marketing,High,Male,Medium,Manager,Manager,Low,Married,16856,No,11,Excellent,Low,Level1,34,VeryHigh,34,6,1,16
33,Yes,Travel_Rarely,'Research & Development',1,Master,Other,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,2686,Yes,13,Excellent,High,Level1,10,Medium,10,9,7,8
25,No,Travel_Rarely,Sales,26,BelowCollege,Medical,High,Female,High,Professional,'Sales Executive',VeryHigh,Single,6180,No,23,Outstanding,Medium,Level1,6,Medium,6,5,1,4
45,No,Travel_Rarely,Sales,2,College,'Technical Degree',Medium,Male,Low,Professional,'Sales Representative',High,Single,6632,No,13,Excellent,Low,Level1,9,High,8,7,3,1
23,No,Travel_Rarely,'Research & Development',10,BelowCollege,Medical,Low,Male,VeryHigh,AssociateProfessional,'Research Scientist',High,Single,3505,No,18,Excellent,VeryHigh,Level1,2,High,2,2,0,2
47,Yes,Travel_Frequently,Sales,27,College,'Life Sciences',Medium,Female,VeryHigh,Professional,'Sales Executive',High,Single,6397,Yes,12,Excellent,VeryHigh,Level1,8,High,5,4,1,3
34,No,Travel_Rarely,Sales,2,Bachelor,Other,VeryHigh,Male,High,Professional,'Sales Executive',VeryHigh,Single,6274,No,22,Outstanding,High,Level1,6,High,6,5,1,4
55,Yes,Travel_Rarely,'Research & Development',2,Bachelor,Medical,VeryHigh,Male,High,Executive,Manager,Low,Married,19859,Yes,13,Excellent,VeryHigh,Level2,24,High,5,2,1,4
36,No,Non-Travel,Sales,8,Master,'Life Sciences',Low,Male,Medium,AssociateManager,'Sales Executive',Low,Single,7587,No,15,Excellent,Medium,Level1,10,High,10,7,0,9
52,No,Non-Travel,'Research & Development',19,Master,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,4258,No,18,Excellent,Low,Level2,5,High,4,3,1,2
26,No,Travel_Frequently,'Research & Development',1,College,'Life Sciences',Low,Female,Low,AssociateProfessional,'Laboratory Technician',VeryHigh,Divorced,4364,No,14,Excellent,Low,Level2,5,High,2,2,2,0
29,No,Travel_Rarely,'Research & Development',27,Bachelor,Medical,Medium,Female,High,Professional,'Healthcare Representative',High,Married,4335,No,12,Excellent,Low,Level2,11,Medium,8,7,1,1
26,Yes,Travel_Rarely,Sales,8,Bachelor,'Technical Degree',VeryHigh,Male,Medium,Professional,'Sales Executive',Low,Single,5326,No,17,Excellent,High,Level1,6,Medium,4,3,1,2
34,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',Medium,Female,VeryHigh,AssociateProfessional,'Research Scientist',VeryHigh,Single,3280,No,16,Excellent,High,Level1,10,High,4,2,1,3
54,No,Travel_Rarely,'Research & Development',19,Master,Medical,VeryHigh,Female,High,Professional,'Manufacturing Director',Low,Divorced,5485,Yes,11,Excellent,Medium,Level3,9,High,5,3,1,4
27,No,Travel_Frequently,Sales,8,BelowCollege,Marketing,High,Male,High,Professional,'Sales Executive',VeryHigh,Married,4342,No,19,Excellent,Medium,Level2,5,High,4,2,1,1
37,No,Travel_Rarely,'Research & Development',10,BelowCollege,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Low,Divorced,2782,Yes,13,Excellent,Medium,Level3,6,Medium,5,3,4,3
38,No,Travel_Frequently,'Research & Development',2,Master,'Life Sciences',Low,Female,VeryHigh,Professional,'Manufacturing Director',Low,Single,5980,Yes,12,Excellent,VeryHigh,Level1,17,High,15,7,4,12
34,No,Travel_Rarely,'Research & Development',2,Master,Medical,High,Female,Medium,AssociateProfessional,'Research Scientist',Low,Single,4381,No,11,Excellent,High,Level1,6,High,6,5,1,3
35,No,Travel_Rarely,Sales,8,Master,'Life Sciences',Low,Female,High,AssociateProfessional,'Sales Representative',VeryHigh,Married,2572,No,16,Excellent,Medium,Level2,3,Medium,3,2,0,2
30,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,Low,AssociateProfessional,'Laboratory Technician',High,Married,3833,No,21,Outstanding,High,Level3,7,High,2,2,0,2
40,No,Travel_Frequently,'Research & Development',2,College,Medical,High,Female,VeryHigh,Professional,'Healthcare Representative',Medium,Married,4244,No,24,Outstanding,VeryHigh,Level2,8,High,8,7,3,7
34,No,Travel_Rarely,Sales,8,College,'Life Sciences',High,Female,High,Professional,'Sales Executive',Low,Married,6500,No,17,Excellent,Medium,Level2,6,High,3,2,1,2
42,No,Travel_Frequently,'Research & Development',8,Bachelor,'Life Sciences',Medium,Male,High,Executive,Manager,VeryHigh,Divorced,18430,No,13,Excellent,Medium,Level2,24,Medium,24,7,14,9
23,Yes,Travel_Rarely,'Research & Development',6,Bachelor,'Life Sciences',High,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',Low,Married,1601,Yes,21,Outstanding,High,Level3,1,High,0,0,0,0
24,No,Non-Travel,'Research & Development',9,Bachelor,'Life Sciences',High,Male,Medium,AssociateProfessional,'Laboratory Technician',Medium,Divorced,2694,No,11,Excellent,High,Level4,1,High,1,0,0,0
52,No,Travel_Rarely,'Research & Development',11,Master,'Life Sciences',VeryHigh,Female,High,Professional,'Laboratory Technician',High,Married,3149,No,20,Outstanding,Medium,Level2,9,High,5,2,1,4
50,No,Travel_Rarely,'Research & Development',2,Bachelor,Medical,High,Male,High,Manager,'Research Director',High,Married,17639,No,16,Excellent,VeryHigh,Level1,30,High,4,3,0,3
29,Yes,Travel_Rarely,'Research & Development',1,College,'Life Sciences',Medium,Female,Medium,AssociateProfessional,'Laboratory Technician',Low,Married,2319,Yes,11,Excellent,VeryHigh,Level2,1,High,1,0,0,0
33,No,Travel_Rarely,'Research & Development',7,Bachelor,Medical,High,Male,High,AssociateManager,'Research Director',High,Married,11691,No,11,Excellent,VeryHigh,Level1,14,VeryHigh,13,9,3,7
33,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,Low,Female,High,Professional,'Sales Executive',Low,Single,5324,No,15,Excellent,High,Level1,6,High,3,2,0,2
47,No,Travel_Rarely,'Research & Development',2,College,Other,High,Female,High,Manager,Manager,VeryHigh,Married,16752,Yes,11,Excellent,High,Level2,26,Medium,26,14,3,0
36,No,Travel_Rarely,'Research & Development',1,Bachelor,Other,High,Female,High,Professional,'Manufacturing Director',Medium,Married,5228,No,15,Excellent,Low,Level2,10,High,9,7,0,5
29,No,Travel_Rarely,'Research & Development',23,College,'Life Sciences',High,Male,VeryHigh,AssociateProfessional,'Research Scientist',High,Married,2700,No,24,Outstanding,High,Level2,10,High,10,7,0,7
58,Yes,Travel_Rarely,'Research & Development',2,Master,'Life Sciences',VeryHigh,Male,High,Executive,'Research Director',Medium,Single,19246,Yes,12,Excellent,VeryHigh,Level1,40,High,31,15,13,8
35,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',VeryHigh,Female,VeryHigh,AssociateProfessional,'Research Scientist',High,Single,2506,No,13,Excellent,High,Level1,7,High,2,2,2,2
42,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',VeryHigh,Female,Medium,Professional,'Manufacturing Director',VeryHigh,Married,6062,Yes,13,Excellent,VeryHigh,Level2,8,High,4,3,0,2
28,Yes,Travel_Rarely,'Research & Development',2,Master,Medical,High,Male,High,AssociateProfessional,'Research Scientist',High,Single,4382,No,17,Excellent,VeryHigh,Level1,5,Medium,2,2,2,1
36,No,Travel_Rarely,'Human Resources',13,Bachelor,'Human Resources',High,Male,High,AssociateProfessional,'Human Resources',Medium,Married,2143,No,13,Excellent,Medium,Level2,8,High,5,2,0,4
32,No,Travel_Rarely,'Research & Development',4,Bachelor,'Life Sciences',High,Female,Medium,Professional,'Manufacturing Director',High,Married,6162,No,12,Excellent,High,Level2,14,High,14,13,6,8
40,No,Travel_Frequently,'Research & Development',16,Master,Medical,Low,Male,Medium,Professional,'Laboratory Technician',High,Single,5094,No,14,Excellent,VeryHigh,Level1,10,High,1,0,0,0
30,No,Travel_Rarely,'Research & Development',2,Bachelor,Medical,High,Female,Medium,Professional,'Manufacturing Director',VeryHigh,Single,6877,Yes,24,Outstanding,Medium,Level1,12,Medium,0,0,0,0
45,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',Medium,Female,Medium,AssociateProfessional,'Research Scientist',High,Single,2274,No,14,Excellent,VeryHigh,Level1,1,High,1,0,0,0
42,No,Travel_Rarely,'Research & Development',29,Bachelor,'Life Sciences',Medium,Male,High,Professional,'Manufacturing Director',Medium,Married,4434,No,13,Excellent,VeryHigh,Level2,10,Medium,9,8,7,8
38,No,Travel_Frequently,'Research & Development',12,Bachelor,'Life Sciences',Low,Male,Medium,Professional,'Healthcare Representative',Low,Divorced,6288,No,15,Excellent,High,Level2,13,Medium,4,3,1,2
34,No,Travel_Frequently,'Research & Development',16,Master,'Life Sciences',High,Female,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,2553,No,16,Excellent,High,Level1,6,High,5,2,1,3
49,Yes,Travel_Rarely,Sales,11,Bachelor,Marketing,High,Female,High,AssociateManager,'Sales Executive',VeryHigh,Married,7654,No,18,Excellent,Low,Level3,9,VeryHigh,9,8,7,7
55,Yes,Travel_Rarely,Sales,2,BelowCollege,Medical,High,Male,High,Professional,'Sales Executive',VeryHigh,Single,5160,No,16,Excellent,High,Level1,12,Medium,9,7,7,3
43,No,Travel_Rarely,'Research & Development',14,College,'Life Sciences',Medium,Male,High,Manager,'Research Director',Low,Married,17159,No,24,Outstanding,High,Level2,22,High,4,1,1,0
27,No,Travel_Rarely,'Research & Development',5,BelowCollege,'Technical Degree',High,Male,Medium,AssociateManager,'Research Director',VeryHigh,Divorced,12808,Yes,16,Excellent,Medium,Level2,9,High,9,8,0,8
35,No,Travel_Rarely,'Research & Development',7,Bachelor,Other,High,Male,High,AssociateManager,'Manufacturing Director',High,Single,10221,No,21,Outstanding,Medium,Level1,17,VeryHigh,8,5,1,6
28,No,Travel_Rarely,Sales,2,Master,Marketing,Medium,Female,High,Professional,'Sales Executive',Medium,Married,4779,Yes,20,Outstanding,Low,Level1,8,High,8,7,7,5
34,No,Travel_Rarely,'Human Resources',3,College,'Human Resources',High,Male,High,AssociateProfessional,'Human Resources',VeryHigh,Married,3737,No,19,Excellent,High,Level2,4,Low,3,2,0,2
26,Yes,Travel_Frequently,'Research & Development',5,College,Medical,High,Female,Medium,AssociateProfessional,'Research Scientist',High,Married,2366,Yes,14,Excellent,Low,Level2,8,High,8,7,1,7
27,No,Non-Travel,'Research & Development',3,Bachelor,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,1706,No,11,Excellent,High,Level4,0,Medium,0,0,0,0
51,No,Travel_Rarely,Sales,26,Master,Marketing,Low,Female,High,Manager,Manager,High,Married,16307,No,14,Excellent,High,Level2,29,Medium,20,6,4,17
44,No,Travel_Rarely,'Research & Development',4,Bachelor,Medical,VeryHigh,Male,High,Professional,'Healthcare Representative',Medium,Single,5933,No,12,Excellent,VeryHigh,Level1,10,Medium,5,2,2,3
25,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,Low,Male,VeryHigh,AssociateProfessional,'Research Scientist',Low,Single,3424,No,13,Excellent,High,Level1,6,Medium,4,3,0,1
33,No,Travel_Rarely,Sales,1,Bachelor,Medical,Low,Male,VeryHigh,Professional,'Sales Executive',Low,Divorced,4037,No,22,Outstanding,Low,Level2,9,High,9,8,0,8
35,No,Travel_Rarely,'Research & Development',27,BelowCollege,Medical,High,Female,Medium,AssociateProfessional,'Research Scientist',Low,Single,2559,No,11,Excellent,VeryHigh,Level1,6,Medium,6,5,1,1
36,No,Travel_Rarely,Sales,1,College,'Life Sciences',Medium,Male,High,Professional,'Sales Executive',VeryHigh,Married,6201,Yes,14,Excellent,VeryHigh,Level2,18,Medium,18,14,4,11
32,No,Travel_Rarely,Sales,13,Master,'Life Sciences',Medium,Male,High,Professional,'Sales Executive',VeryHigh,Divorced,4403,No,11,Excellent,High,Level2,8,Medium,5,2,0,3
30,No,Travel_Frequently,'Research & Development',5,Master,'Life Sciences',Medium,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Divorced,3761,No,12,Excellent,Medium,Level2,10,Medium,5,4,0,3
53,No,Travel_Rarely,Sales,7,College,Marketing,Low,Female,Medium,AssociateManager,'Sales Executive',VeryHigh,Married,10934,Yes,18,Excellent,VeryHigh,Level2,35,High,5,2,0,4
45,No,Travel_Rarely,Sales,9,Bachelor,Marketing,VeryHigh,Male,High,AssociateManager,'Sales Executive',Low,Divorced,10761,Yes,12,Excellent,High,Level2,18,High,5,4,0,2
32,No,Travel_Rarely,'Research & Development',8,College,Medical,High,Female,VeryHigh,Professional,'Research Scientist',High,Married,5175,No,12,Excellent,High,Level2,9,Medium,5,3,1,3
52,No,Travel_Frequently,'Research & Development',25,Master,Medical,High,Female,Medium,Manager,'Manufacturing Director',VeryHigh,Married,13826,No,22,Outstanding,High,Level1,31,High,9,8,0,0
37,No,Travel_Rarely,Sales,16,Master,Marketing,VeryHigh,Male,Medium,Professional,'Sales Executive',High,Divorced,6334,No,19,Excellent,VeryHigh,Level3,9,High,1,0,0,0
28,No,Travel_Rarely,'Human Resources',8,College,Medical,Medium,Male,Medium,AssociateProfessional,'Human Resources',VeryHigh,Divorced,4936,No,13,Excellent,VeryHigh,Level2,6,High,5,1,0,4
22,No,Travel_Rarely,'Research & Development',1,College,'Life Sciences',VeryHigh,Male,Medium,Professional,'Manufacturing Director',VeryHigh,Married,4775,No,22,Outstanding,Low,Level3,4,Low,2,2,2,2
44,No,Travel_Rarely,'Research & Development',8,Master,'Life Sciences',Low,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2818,Yes,24,Outstanding,High,Level2,10,Medium,3,2,0,2
42,No,Travel_Frequently,'Research & Development',2,BelowCollege,Medical,Medium,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,2515,Yes,14,Excellent,VeryHigh,Level1,8,High,2,1,2,2
36,No,Travel_Rarely,'Human Resources',8,Bachelor,'Life Sciences',Low,Male,Medium,AssociateProfessional,'Human Resources',Low,Married,2342,No,21,Outstanding,High,Level1,6,High,5,4,0,3
25,No,Travel_Rarely,Sales,3,BelowCollege,Other,High,Male,High,Professional,'Sales Executive',Low,Married,4194,Yes,18,Excellent,VeryHigh,Level1,5,High,5,3,0,3
35,No,Travel_Rarely,'Research & Development',9,Bachelor,'Life Sciences',VeryHigh,Female,Medium,AssociateManager,'Manufacturing Director',High,Married,10685,Yes,20,Outstanding,Medium,Level2,17,High,17,14,5,15
35,Yes,Travel_Frequently,'Research & Development',25,Master,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Divorced,2022,Yes,19,Excellent,Low,Level2,10,Medium,10,2,7,8
32,No,Non-Travel,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Divorced,2314,No,12,Excellent,Medium,Level2,4,High,3,0,0,2
